,Yelp URL,Rating,Date,Review Text,Name
13538,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,3,9/8/2019,I have been wanting to try Milk Bar for so long because I heard great things about it. Finally got the chance to try it and I am sadly not in love with it as I want to be. First the service was not the best and the person ringing us up seemed annoyed. I got the birthday cake soft serve and I thought it was okay. Flavor of birthday cake was there but it was overly sweet for me. Also without toppings it was already $6.50. I get that we are on the strip so prices tend be higher. My husband got the chocolate cake milkshake that had cake chunks in it. He enjoyed it. I plan to give this place another chance for a better experience and try something different. It's definitely worth a try if you're in the area.,milk-bar-las-vegas-las-vegas-3
6904,https://www.yelp.com/biz/novel-ice-cream-phoenix,5,9/8/2018,Had the best experience at this ice cream shop! Both the ice cream and customer service were out the roof incredible. Can't wait to go back! Such a hidden gem.,novel-ice-cream-phoenix
18512,https://www.yelp.com/biz/mary-coyle-phoenix-2,3,9/8/2018,"The ice cream is absolutely delicious. The prices are reasonable. Beware of the girls that are working though. My friend wanted an extra scoop of ice cream between her ""Cookie Delight."" Before adding it, she asked the order taker and the two girls actually scooping ice cream if she could, and they all agreed, stating it was no problem. They brought the sandwich out and it was missing the extra scoop (that I paid for), and we politely asked where it was and if we could have. They acted as if I asked them to move a mountain. Scooped it and then slammed it on the table. I don't care how good your product is. If your employees are rude and treat your patrons in the same manner, it makes it difficult to want to come back.",mary-coyle-phoenix-2
11003,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,4,9/8/2018,We waited in line for about half an hour - likely because everyone inside is taste testing all their flavors. It's new so that's to be expected. Since Publix sells their pints now I had a general idea of what to expect. I knew I wanted to try a flavor that wasn't available at the grocery store. I ended up with cream puff and in order to let the people behind me get their flavors faster I didn't try any other flavor. I got it in a cup because I was quite full from dinner at copper and I think a waffle cone would have really pushed me over the edge. The flavor was super light and fresh. The one scoop was perfect for me since I was pretty full. We sat outside and people watched. Pretty legit evening. The servers were nice and accommodating. They also sell boxed water and I was super thirsty so bought that. They sell pints there for $12. Would not recommend buying a pint there if the flavor is available at Publix because the pints at Publix are only $8.,jenis-splendid-ice-creams-charlotte-2
1831,https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,5,9/8/2018,Everything we have had here is amazing. The atmosphere is great to have a date night or hang out with some friends. I am also pleasantly surprised by the creative options we find each time we go.,the-butterwood-bake-consortium-pittsburgh
13110,https://www.yelp.com/biz/ghirardelli-ice-cream-and-chocolate-shop-las-vegas-2,5,9/8/2018,"We've been to the San Francisco Ghiradelli and now the Vegas one, and they're both great! We went on a Friday evening, and the store wasn't crowded at all and there was no line. Lots of great options to choose from, the smell of chocolate is everywhere. Be prepared with a sweet tooth, we split a large sundae and couldn't finish! Good location and nice service.",ghirardelli-ice-cream-and-chocolate-shop-las-vegas-2
8134,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,5,9/8/2018,"This place is a building of cupcakes. How can you not give it 5 stars. They even sell shots of icing. How is that not a thing everywhere else yet? We were in Vegas for only 4 days and we came here twice. I dont even remember the flavors we go. All I remember was that the staff is friendly and helpful, the store had a lot of pink and cheerful colors, they had air conditioning and delicious morsels of yummy goodness dressed up as a cupcake. Price is just right for the quality that you get. Yum.",sprinkles-las-vegas-las-vegas
6893,https://www.yelp.com/biz/novel-ice-cream-phoenix,5,9/8/2018,"Everything they have is cheap, all of their staff are friendly, their Ice Cream is very good, not to mention their Donuts. You'll find something you'll like here, without a doubt.",novel-ice-cream-phoenix
6543,https://www.yelp.com/biz/novel-ice-cream-phoenix,5,9/8/2018,"Bay bay (that's baby in normal lingo lol)!! Let me tell y'all...I'm never going to a corporate ice cream spot. Ever! Like ever ever!! This spot was the absolute best. It sits on a corner with limited parking and the inside remind me of a tiny home. It's a tight squeeze. the two individuals working were super sweet and kind. They explained all the flavors, where they came from and offered samples of anything we wanted. We got a single scoop of freckled lemonade, the Madagascar vanilla on a waffle cone, a single scoop of Cookie Monster (I'll talk about that in a min) and the donut thing (ice cream sandwich made with donuts) w/butter toffee with homemade caramel. First, there should be a disclaimer or warning sign for the Cookie Monster although she gave me a wipe. My son made the biggest mess. Sheesh. I was trying to eat more of my wife's ice cream because it was so refreshing. My review could go on and on but y'all get the point. It was really good and everyone should support this local business.",novel-ice-cream-phoenix
18642,https://www.yelp.com/biz/sinful-sweets-chocolate-company-pittsburgh,5,9/8/2018,Loved it. Highly recommend. Very well priced for such great sweets! Cupcakes were very good even a few days after purchase!,sinful-sweets-chocolate-company-pittsburgh
11089,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,5,9/8/2018,"*one of those crazy people who waited in line for 20 minutes during the soft opening at 9:00 p.m. on a Friday night* yes, it's good. yes, it's really good. and really fresh. their dairy free chocolate is incredible. it is so rich and satisfying. I've had bites of Justin's dairy concoctions which have included: lavender, chocolate chip, and salted caramel. from memory, they haven't had mint chocolate chip yet, but I'm sure they will at some point! we've been twice now, but on the third time, when the line was over 20 minutes, we decided to bail. thrilled that CLT is one of the few cities that Jeni's has expanded to. it's such a bright (literally!) spot in South End which makes our neighborhood even better.",jenis-splendid-ice-creams-charlotte-2
1375,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,9/8/2018,Great selection and service. Order taker told me that the cannoli is the most popular item so that is what I ordered. It was awesome. Cream cheese was filled with chocolate chips. Baked items are also made in house.,carlos-bakery-las-vegas-3
2375,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,5,9/8/2018,"Oh I love Handel's! All flavors are to die for. When stressed out, we look forward of going here and everything will go well most specially having the pistachio flavor ice cream. Kids love it here all the time",handels-homemade-ice-cream-and-yogurt-las-vegas-3
18685,https://www.yelp.com/biz/sinful-sweets-chocolate-company-pittsburgh,5,9/8/2018,"Sinful Sweets is beyond amazing! This review is for their kiosk in the Ross Park Mall, but they do have an actual bakery on Liberty Avenue in Pittsburgh too! The Sinful Sweets kiosk is always stocked full of bakery items, especially lots of great flavors of their edible cookie dough! The employees are super friendly and always willing to help and let you try samples to determine which items you like best. So far, my favorites are the Sugar Cookie Edible Cookie Dough and Red Velvet Edible Cookie Dough. The edible cookie doughs taste so fresh and stay good in the fridge for about five months. I would highly recommend this place! I've had an amazing experience every time I've been here, and the kiosk at the mall is so convenient for you to just grab something while you're already out shopping!",sinful-sweets-chocolate-company-pittsburgh
11339,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/8/2018,"By far the best place I've ever had ice cream. All fresh, and homemade. At this location you can see the production facility where the ice cream is all made. They do an outstanding job of always having different, seasonal options available. My personal favorites have been the strawberry rhubarb crisp and the key lime pie, both summer seasonals. My fiance is a big fan of the campfire s'more, another summer seasonal. I always get the waffle cone, because the servings here are pretty large, and seem to fit in the waffle cone a little better. Be prepared to wait a little to get your ice cream because there is almost always a line here, but it keeps moving. It is a little more than you plan to pay for ice cream, but definitely worth the price. You can buy ice cream to go, where they will give you dry ice and a small cooler to travel, we have used this to send a gift to family in Buffalo, NY. Best ice cream I've had anywhere. Always an option to stop in while we're visiting West 25th.",mitchells-homemade-ice-cream-cleveland-cleveland-2
