Scientific_Name,Plant_Name,Coverage,Bamboo,Bulb,Grass,Groundcover,Perennial,Palm,Shrub,Succulent,Tree,Vine,Native,Genetic_Concerns,Potentially_Invasive
"Agave Schidigera 'shira Ito No Ohi'","Queen Of White Thread-Leaf Agave",2,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Sebastiana 'silver Lining'","Cedros Island Agave",10,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Sebastiana 'silver Lining'","Silver Lining Agave",13,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Shawii","Coastal Agave",7,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Shawii X Attenuata 'Blue Flame'","Blue Flame Agave",13,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Spp.",Agave,0,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Striata","Narrow Leaf Hardy Century Plant",7,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Striata 'East Ramos'","Maguey Espadæn",7,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Striata 'Guadalcazar'","Guadalcazar Espadin",1,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Striata Forma Purpurea","Purple Maguey Espadæn",13,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Stricta","Hedgehog Agave",7,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Stricta 'Nana'","Dwarf Hedgehog Agave",1,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Tequilana","Tequila Agave",16,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Tequilana 'sunrise'","Sunrise Tequila Agave",20,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Titanota","Rancho Tambor Agave",7,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Titanota 'Medio Picta'","Midstriped Rancho Tambor Agave",3,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Univittata","Thorncrest Agave",7,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Utahensis Nevadensis","Century Plant, Clark Moutain Agave",1,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Utahensis Ssp. Utahensis","Utah Agave",2,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Victoriae-Reginae","Queen Victoria Agave",2,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Victoriae-Reginae 'Albomarginata'","Baker's White Queen Agave",1,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Victoriae-Reginae 'Porcupine'","Porcupine Queen Victoria Agave",2,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Victoriae-Reginae 'Variegata'","Variegated Queen Victoria Agave",2,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Vilmoriniana","Octopus Agave",16,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Vilmoriniana 'stained Glass'","Octopus Agave",24,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Weberi","Weber Agave",50,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Weberi 'Arizona Star'","Variegated Weber Agave",50,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Weberi 'Helen's Form'","Helen's Form Weber Agave",50,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Weberi 'Reiner's Selection'","Reiner's Agave",40,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Xylonacantha","Saw Leaf Agave",13,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Xylonacantha 'Frostbite'","Saw Leaf Agave",3,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agave Zebra","Zebra Agave",10,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Agonis Flexuosa And Cvs.","Peppermint Tree",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Albizia Distachya","Plume Albizia",254,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Albizia Julibrissin","Silk Tree",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Alcea Rosea","Perennial Hollyhock",3,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Allocasuarina Torulosa","Forest Oak",314,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Allocasuarina Verticillata (Casuarina Stricta)","Coast Beefwood",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Aloe 'Always Red'","Always Red Sunbird Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Big Mac'",Aloe,16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Birds And Bees'",Aloe,20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Blue Elf'",Aloe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Bright Ember'","Griffin Bright Ember Hybrid Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Brown-Powys 21'",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Carmine'",Aloe,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Carpinteria Gem'","Carpinteria Bicolored Aloe",38,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Christmas Carol'","Christmas Carol Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Coral Fire'","Griffin Coral Fire Hybrid Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Cynthia Giddy'",Aloe,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'David Verity'","David Verity's Aloe",38,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'David's Delight'","Dawe's Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Delta Lights'","Delta Lights Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Donnie'","Retro Succulentss¿ Donnies¬ Hybrid Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Dwarf White'",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Erik The Red'","Erik The Red Sunbird Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Fairy Pink'","Fairy Pink Sunbird Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Goliath'","Goliath Aloe",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Good As Gold'","Texas Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Grassy Lassie'",Aloe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Guido'",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Hellskloof Bells'",Aloe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Hercules'","Hercules Aloe",240,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Jacob's Ladder'","Yellow Dawe Hybrid Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Jenny Lind'","Hybrid Fan Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Johnson's Hybrid'",Aloe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Lavender Star'","Griffin Lavender Star Hybrid Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Leo 3711'","Super Reds¿ Hybrid Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Lime Fizz'",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Lode's Yellow'",Aloe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Magoo'","Blind Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Malibu Peach'",Aloe,16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Minnie Belle'",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Moondance'",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Moonglow'","Moonglow Sunbird Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Nick Deinhart Hybrid'","Hybrid Tilt-Head Tree Aloe",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Orange Beauty'",Aloe,13,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Pandan'","Screw Pine Aloe",38,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Peppermint'","Griffin Peppermint Hybrid Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Pink Blush'","Pink Blush Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Quicksilver'",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Rooikappie'","Little Red Riding Hood Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'safari Orange'","Safari Orange Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'safari Rose'","Safari Rose Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'safari Sunrise'","Safari Sunrise Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'samson'","Samson Aloe",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'scarlet Rockets'","Super Red Sunbird Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'splashy Lassie'","Variegated Grassy Lassie",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'starfire'","Griffin Starfire Hybrid Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'sunrise'","Griffin Sunrise Hybrid Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'super Red'",Aloe,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Thin Lad'",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Thorny Warrior'",Aloe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Topaz'","Topaz Grass Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Tropic World'",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Twilight Zone'",Aloe,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Verity Nice'",Aloe,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Viper'","Griffin Viper Hybrid Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'White Fox'",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Yellow Torch'","Yellow Torch Aloe",50,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe 'Zanzibar'","Long-Leafed Tiger Tooth Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Aculeata","Red Hot Poker Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Acutissima","Blue Aloe",13,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Acutissima Var. Antanimorensis","Dwarf Blue Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Affinis",Aloe,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Africana","Spiny Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Antandroi","Antandroi Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Arborescens","Torch Aloe",38,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Arborescens 'Lutea'","Golden Torch Aloe",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Arborescens Variegata","Variegated Candelabra Aloe, Torch Aloe",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Arenicola","Sand Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Aristata","Torch Plant, Lace Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Bainelsi","Tree Aloe",12,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Barberae","Tree Aloe",177,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Betsileensis","Betsileo Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Brevifolia","Short-Leaved Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Brevifolia Hybrid","Short-Leaf Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Brevifolia Var. Depressa","Large Short-Leaved Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Buhrii","Elias Buhr's Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Bulbillifera Var. Paulianae",Aloe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Cameronii","Red Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Camperi","Nubian Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Camperi 'Cornuta'","Horned Nubian Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Camperi 'Jennifer'","Variegated Nubian Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Camperi 'Yellow'","Yellow Nubian Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Capitata 'Yellow Hoodie'","Short-Leaf Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Capitata Var. Quarziticola",Aloe,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Castanea","Cat's Tail Aloe",38,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Castellorum",Aloe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Chabaudii 'Dan's Tangerine","Pale Orange Dwala Aloe",3,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Chabaudii 'Orange Burst'","Dwala Aloe",3,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Cheranganiensis","Cherangani Hills Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Ciliaris","Climbing Aloe",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Ciliaris 'Firewall'","Groundcover Aloe",64,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Ciliaris Var. Tidmarshii","Eastern Cape Climbing Aloe",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Classenii","Classen's Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Congolensis","Congo Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Cooperi","Grass Aloe",13,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Cryptoflora","Hidden Flower Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Dawei","Dawe's Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Dawei 'Yellow'","Yellow Dawe's Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Debrana",Aloe,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Decurva","Mount Zembe Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Deltoideodonta",Aloe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Deltoideodonta 'sparkler'","Kelly's Sparkler Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Dhufarensis","Dhofar Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Dichotoma","Koker-Boom, Quiver Tree",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Distans","Jeweled Aloe, Golden Tooth Aloe",79,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Divaricata",Aloe,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Dorotheae","Sunset Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Dorotheae 'Crimson'","Crimson Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Dyeri","Dyer's Aloe",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Elegans 'Orange'",Aloe,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Elegans 'Yellow'",Aloe,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Elgonica","Mt. Elgon Aloe",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Ellenbeckii",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Eminens 'Koko Crater'","Somali Tree Aloe",38,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Fang",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Ferox","Cape Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Fievetii","Fievet's Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Fleurentiniorum","Yemeni Brown Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Fosteri","Large Spotted Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Gariepensis","Gariep River Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Glauca","Blue Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Glauca 'Namaqualand'","Namaqualand Blue Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Globuligemma",Aloe,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Grandidentata",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Greenii",Icena,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Harlana","Harla Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Helenae",Aloe,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Hereroensis","Sand Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Humilis","Spider Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Inermis","Toothless Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Juvenna","Tiger Tooth Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Kedongensis","Kenyan Aloe",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Khamiesensis","Namaqua Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Lettyae","Cynthia's Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Lineata Var. Muirii",Aloe,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Littoralis","Windhoek Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Lolwensis","Lake Victoria Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Longistyla","Karoo Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Maculata","Soap Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Maculata 'Jack-O-Lantern'","Orange Soap Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Maculata 'Monstrose'","Monster Soap Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Maculata 'Yellow Form'","Yellow Soap Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Marlothii","Mountain Aloe",64,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Mawii",Khuzi,16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Melanacantha","Black-Spined Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Microstigma 'Calitzdorp'","Cape Speckled Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Microstigma 'Matjiesfontein'","Cape Speckled Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Morijensis",Aloe,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Munchii","Large Chimanimani Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Mutabilis","Small Torch Aloe",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Nobilis","Golden Toothed Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Nubigena","Graskop Cliff Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Petricola","Stone Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Pictifolia","Speckled Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Pillansii","Giant Quiver Tree",64,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Plicatilis","Fan Aloe",28,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Pluridens","French Aloe",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Polyphylla","Spiral Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Pratensis","Rocky Meadow Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Pretoriensis","Pretoria Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Pseudorubroviolacea","Arabian Aloe",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Reitzii","Reitz's Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Rubroviolacea","Arabian Aloe",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Rudikoppe","Little Red Riding Hood Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Sabaea","Yemen Tree Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Salm-Dyckiana",Aloe,20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Saponaria","African Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Schelpei","Shelpe's Aloe",13,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Scobinifolia","Somalian Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Secundiflora Var. Sobolifera","Tanzanian Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Speciosa","Tilt-Head Aloe",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Spicata","Bottle-Brush Aloe",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Spinosissima","Spider Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Spinosissima 'streaker'","Streaker Spider Aloe",7,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Spp.",Aloe,0,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Striata","Coral Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Striata Ssp. Karasbergensis","Karasburg Coral Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Striata X Saponaria",Aloe,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Striatula","Large Hardy Aloe",38,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Striatula 'Burly'","Large Hardy Aloe",38,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Succotrina","Table Mountain Aloe",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Suzannae","Malagasy Tree Aloe",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Tenuior","Fence Aloe",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Thraskii","Coast Aloe",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Tomentosa","Hairy Green Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Tongaensis 'Medusa'","Mozambique Tree Aloe",20,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Vanbalenii","Van Balen's Aloe",10,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Vaombe","Malagasy Tree Aloe",16,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Variegata","Partridge-Breast Aloe, Tiger Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Variegata 'Beervlei Dam'","Large Partridge Breast Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Variegata Gator",Aloe,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Vera","Medicinal Aloe",2,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Vera Var. Chinensis","Spotted Medicinal Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Walmsley Blue","Walmsley's Blue Aloe",1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Wickensii",Geelaalwyn,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Zubb 'Brick House'","Sudanese Red Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloe Zubb 'sunshine'","Sudanese Yellow Aloe",5,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"Aloysia Triphylla","Lemon Verbena",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Alstroemeria Ligtu","Alstroemeria (Ligtu)",7,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Alyogyne Huegelii","Blue Hibiscus",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Alyssum Montanum","Mountain Alyssum",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Amaryllis Belladonna","Naked Lady",3,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Ambrosia Chamissonis","Sand Bur",64,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Amorpha Californica","California False Indigo Bush",24,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Amsonia Grandiflora","Large Flowered Blue Star",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Anaphalis Margaritacea","Pearly Everlasting",3,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Anemone Coronaria","Poppy-Flowered Anemone",1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Angelica Pachycarpa","Shiny Leaf Angelica",7,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
"Angophora Costata (Angophora Cordifolia)","Gum Myrtle",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Anigozanthos 'Amber Velvet'","Kangaroo Paw",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Anigozanthos 'Backdraft'","Backdraft Kangaroo Paw",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
